,,16,13.5,11.2,9.51,8,6.73,5.66,4.76,4,3.36,2.83,2.38,2,1.68,1.41,1.19,1,0.8409,0.7071,0.5946,0.5,0.4204,0.3536,0.2973,0.25,0.2102,0.1768,0.1487,0.125,0.1051,0.088388,0.074325,0.0625,0.052556,0.044194,0.037163,0.03125,0.026278,0.022097,0.018581,0.015625,0.013139,0.011049,0.009291,0.007813,0.00657,0.005524,0.004645,0.003906,0.003285,0.002762,0.002323,0.001953,0.001642,0.001381,0.001161,0.000983,0.000821,0.000691,0.000581,0.000492,0.000411,0.00035,0.000241,0.00012
,,-4,-3.75,-3.5,-3.25,-3,-2.75,-2.5,-2.25,-2,-1.75,-1.5,-1.25,-1,-0.75,-0.5,-0.25,0,0.249994,0.499993,0.750009,1,1.249994,1.500014,1.750009,2,2.250028,2.499973,2.750009,3,3.250028,3.499973,3.749912,4,4.249891,4.500136,4.750106,5,5.249891,5.49981,5.750106,5.999538,6.249891,6.49981,6.750106,7.000462,7.249891,7.501116,7.748554,7.998616,8.252088,8.501116,8.751659,9.00231,9.252088,9.501116,9.751659,9.994931,10.252088,10.501116,10.751659,10.994931,11.252088,11.480357,12.024678,13.024678
01P1A-0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000015,0.003599,0.060991,0.259962,0.379944,0.389943,0.489928,0.799883,1.249817,1.749744,2.399649,3.119544,3.749452,4.069405,4.079404,3.999415,4.059407,4.389358,4.639322,4.759304,4.759304,4.679316,4.589329,4.349364,4.199386,3.989417,3.649467,3.409502,3.189534,2.989563,2.809589,2.679608,2.429645,2.319661,1.929718,1.549774,1.079842,0.609911,0.13998,0,0
01P1A-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000015,0.0026,0.041998,0.169992,0.239989,0.239989,0.319985,0.559974,0.929957,1.369937,2.039906,2.889867,3.699829,4.189807,4.309801,4.309801,4.409796,4.729782,4.949772,5.029768,4.97977,4.839777,4.709783,4.419796,4.229805,3.999815,3.639832,3.399843,3.169854,2.959863,2.779872,2.639878,2.37989,2.269895,1.879913,1.499931,1.039952,0.589973,0.139994,0,0
01P1A-3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018,0.008602,0.033006,0.050009,0.120022,0.350064,0.750137,1.280233,2.060375,3.060558,4.030734,4.61084,4.690855,4.570833,4.540827,4.780871,4.9409,4.950902,4.850884,4.690855,4.560831,4.290782,4.110749,3.880707,3.530643,3.300601,3.090563,2.920532,2.780507,2.69049,2.47045,2.400437,2.020368,1.640299,1.140208,0.650118,0.150027,0,0
01P1A-5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00058,0.018998,0.129988,0.219979,0.199981,0.20998,0.409961,0.809922,1.289876,1.909817,2.679743,3.429671,3.909625,4.049612,4.089608,4.249593,4.669553,4.979523,5.089512,5.059515,4.929528,4.819538,4.529566,4.339584,4.089608,3.709645,3.459669,3.229691,3.039709,2.889723,2.789733,2.549756,2.469763,2.069802,1.679839,1.169888,0.669936,0.159985,0,0
01P1B-0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018,0.0082,0.076004,0.150008,0.130007,0.160009,0.36002,0.750042,1.280072,2.040115,2.950166,3.73021,4.140233,4.180235,4.130232,4.220237,4.560256,4.840272,4.970279,4.98028,4.900275,4.820271,4.560256,4.390247,4.170234,3.810214,3.5602,3.310186,3.090174,2.890162,2.740154,2.460138,2.340132,1.930108,1.550087,1.07006,0.610034,0.140008,0,0
01P1B-1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.007701,0.064005,0.12001,0.130011,0.170014,0.390032,0.810066,1.36011,2.120172,2.990242,3.800308,4.290348,4.400356,4.340352,4.360353,4.640376,4.850393,4.9404,4.920399,4.81039,4.720382,4.460361,4.290348,4.07033,3.710301,3.46028,3.230262,3.010244,2.830229,2.690218,2.420196,2.310187,1.920156,1.540125,1.070087,0.610049,0.140011,0,0
01P1B-3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000554,0.014838,0.078147,0.159746,0.288256,0.381295,0.636144,0.958708,1.391547,2.077317,2.93792,3.749063,4.204095,4.253555,4.164527,4.223879,4.570098,4.837182,4.936102,4.896534,4.787722,4.67891,4.421718,4.233771,3.996363,3.630359,3.373168,3.145652,2.957704,2.809324,2.710405,2.482889,2.403753,2.017965,1.64207,1.147471,0.652871,0.14838,0,0
01P1B-5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006045,0.069019,0.113852,0.303595,0.445216,0.629731,0.875278,1.285233,1.776343,2.337784,3.021894,3.693427,4.118072,4.1872,4.118072,4.167449,4.503215,4.750102,4.81923,4.759977,4.641472,4.522966,4.266204,4.088445,3.86131,3.515668,3.288532,3.081147,2.903389,2.765132,2.676253,2.458993,2.389864,2.004721,1.629453,1.135679,0.641906,0.148132,0,0
01P1C-0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026248,0.022831,0.108499,0.288191,0.385719,0.389004,0.516882,0.9083,1.454485,1.978979,2.612152,3.241617,3.835137,4.132515,4.073188,3.934779,3.974324,4.310461,4.577393,4.686144,4.656484,4.557621,4.47853,4.241257,4.083074,3.865574,3.519551,3.282278,3.074664,2.896709,2.7583,2.669322,2.461708,2.392504,2.016821,1.641139,1.14682,0.652501,0.148296,0,0
01P1C-1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018,0.007499,0.060995,0.11999,0.139988,0.219981,0.499957,0.969916,1.519868,2.199809,2.959743,3.659682,4.069647,4.14964,4.099644,4.159639,4.499609,4.779585,4.909574,4.909574,4.829581,4.749588,4.509609,4.339623,4.119642,3.759674,3.509695,3.269716,3.049735,2.869751,2.739762,2.479785,2.379793,1.979828,1.589862,1.109904,0.629945,0.149987,0,0
01P1C-3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032,0.012998,0.119984,0.239968,0.229969,0.219971,0.369951,0.739901,1.27983,2.069724,2.949607,3.709506,4.12945,4.229437,4.239435,4.349421,4.679377,4.929343,5.02933,4.999334,4.87935,4.769365,4.499401,4.319425,4.089455,3.729503,3.489535,3.249567,3.029596,2.839622,2.689642,2.409679,2.289695,1.889748,1.519798,1.04986,0.589921,0.139981,0,0
01P1C-5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028809,0.147871,0.119189,0.197613,0.388136,0.706259,1.122749,1.599847,2.435354,3.202548,3.889962,4.24539,4.265136,4.205898,4.275009,4.571199,4.798277,4.877261,4.847642,4.719294,4.600818,4.324374,4.14666,3.919581,3.574026,3.346947,3.129741,2.932281,2.774313,2.655837,2.399139,2.300409,1.905489,1.540188,1.066284,0.602253,0.138222,0,0
01P2A-0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000674,0.019138,0.180433,0.197884,0.314163,0.444109,0.684747,0.972749,1.334958,1.919598,2.665578,3.418387,3.913805,4.052522,4.052522,4.171423,4.557849,4.845191,4.964092,4.934367,4.825375,4.726291,4.468674,4.300231,4.072339,3.715638,3.477837,3.249944,3.061685,2.903152,2.794159,2.556359,2.467183,2.070849,1.674514,1.169187,0.663861,0.158534,0,0
01P2A-1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000015,0.001701,0.034012,0.100034,0.120041,0.140048,0.260089,0.560192,1.030353,1.760604,2.650909,3.5012,4.041386,4.20144,4.211444,4.321482,4.681605,4.971705,5.091746,5.071739,4.971705,4.87167,4.611581,4.441523,4.211444,3.841317,3.591231,3.341146,3.12107,2.931005,2.80096,2.530868,2.42083,2.020693,1.620556,1.130388,0.640219,0.150051,0,0
01P2A-3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000031,0.005401,0.066012,0.310058,0.930173,1.94036,3.020561,3.920728,4.450826,4.580851,4.540843,4.560847,4.830897,5.050938,5.130953,5.090945,4.970923,4.850901,4.570849,4.380813,4.140769,3.760698,3.490648,3.2306,3.000557,2.790518,2.64049,2.37044,2.250418,1.860345,1.490277,1.040193,0.59011,0.140026,0,0
01P2A-5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000031,0.0029,0.050998,0.149994,0.239991,0.379985,0.779969,1.489941,2.419905,3.54986,4.599819,5.319791,5.499784,5.219795,4.809811,4.549821,4.57982,4.57982,4.489824,4.32983,4.129838,3.969844,3.689855,3.509862,3.29987,2.999882,2.79989,2.629897,2.479903,2.359907,2.27991,2.089918,2.019921,1.699933,1.369946,0.959962,0.539979,0.129995,0,0
01P2A-5 duplicate,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083,0.160003,0.750013,1.720029,2.850048,4.070069,5.050086,5.530094,5.410092,4.920084,4.470076,4.280073,4.390075,4.490076,4.510077,4.440075,4.290073,4.13007,3.850065,3.640062,3.410058,3.080052,2.850048,2.640045,2.460042,2.310039,2.190037,1.970033,1.880032,1.550026,1.240021,0.860015,0.490008,0.110002,0,0
01P2B-0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00068,0.041999,0.35999,1.10997,2.089944,2.97992,3.669902,4.069891,4.139889,4.09989,4.189888,4.589877,4.929868,5.119863,5.159862,5.089864,5.009866,4.739873,4.549878,4.299885,3.909895,3.629903,3.36991,3.119916,2.909922,2.749926,2.459934,2.329938,1.929948,1.539959,1.069971,0.599984,0.139996,0,0
01P2B-1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056,0.035002,0.180008,0.290013,0.320014,0.510023,1.100049,2.120094,3.180141,4.05018,4.570203,4.72021,4.670207,4.630206,4.840215,5.030223,5.090226,5.030223,4.890217,4.760211,4.460198,4.250189,3.980177,3.590159,3.320147,3.070136,2.840126,2.660118,2.510111,2.2601,2.150095,1.780079,1.430063,0.990044,0.560025,0.130006,0,0
01P2B-3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003795,0.056265,0.137419,0.372777,0.569597,0.89834,1.431922,2.010609,2.591165,3.2444,3.893515,4.441484,4.647381,4.451289,4.147346,4.000277,4.166956,4.30422,4.323829,4.265002,4.157151,4.078714,3.863013,3.725749,3.549266,3.245323,3.039426,2.853139,2.696265,2.568806,2.500173,2.294277,2.235449,1.882483,1.529518,1.068702,0.607885,0.147069,0,0
01P2B-5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002019,0.046586,0.17008,0.374514,0.629813,1.083584,1.72457,2.375064,2.959391,3.54298,4.059381,4.432996,4.526745,4.298266,4.003797,3.877116,4.043492,4.199552,4.237809,4.188675,4.10123,4.03349,3.829092,3.69246,3.507047,3.205007,3.000609,2.815823,2.650466,2.514305,2.436588,2.232164,2.164188,1.813471,1.472363,1.033665,0.585096,0.136506,0,0
01P2C-0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044,0.014,0.094001,0.160002,0.140002,0.160002,0.330005,0.64001,1.070017,1.750027,2.600041,3.350052,3.730058,3.790059,3.800059,3.980062,4.440069,4.830075,5.060079,5.15008,5.13008,5.090079,4.850076,4.700073,4.47007,4.080064,3.800059,3.520055,3.250051,3.020047,2.820044,2.510039,2.370037,1.94003,1.550024,1.070017,0.600009,0.140002,0,0
01P2C-1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.047001,0.210006,0.240007,0.110003,0.088003,0.34001,0.970029,1.940058,3.270098,4.560137,5.400162,5.580167,5.180155,4.590138,4.220127,4.290129,4.460134,4.520136,4.470134,4.380131,4.310129,4.100123,3.950119,3.720112,3.370101,3.110093,2.850086,2.610078,2.420073,2.270068,2.040061,1.940058,1.610048,1.300039,0.900027,0.510015,0.120004,0,0
01P2C-3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005651,0.069723,0.119242,0.257246,0.378714,0.598035,1.053416,1.635771,2.211086,2.824364,3.440461,3.983797,4.240816,4.151848,3.964027,3.93437,4.19139,4.408867,4.48795,4.458294,4.379211,4.319899,4.122192,3.993683,3.805861,3.499415,3.281937,3.094115,2.926064,2.797555,2.718472,2.500994,2.431797,2.056153,1.670625,1.166472,0.662319,0.158166,0,0
01P2C-5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125,0.008662,0.043381,0.12121,0.296515,0.521525,0.867878,1.405445,2.021042,2.667647,3.366242,4.000927,4.48952,4.625269,4.414971,4.108919,3.971663,4.129188,4.276376,4.305475,4.246532,4.148576,4.070127,3.863488,3.725506,3.538666,3.234165,3.037863,2.851273,2.703865,2.585928,2.50736,2.310856,2.252031,1.898171,1.544225,1.081986,0.609867,0.147533,0,0
01G2A-0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037,0.009998,0.06499,0.12998,0.169974,0.269959,0.599908,1.179819,1.909706,2.809568,3.759422,4.569298,5.00923,5.069221,4.979235,4.949239,5.089218,5.119213,5.019229,4.809261,4.549301,4.319336,3.96939,3.729427,3.479465,3.149516,2.919551,2.719582,2.53961,2.389633,2.269651,2.049685,1.9497,1.619751,1.2998,0.899862,0.509922,0.119982,0,0
